source_sample,t_step,tau,speed,accel,jerk,S_projection_norm,S_temporal_norm,S_multiscale_norm,S_memory_norm,S_combined_norm
765919,31,0.000784611490761832,0.0379395219903821,0.0039898098483261,0.00159283622917458,0.800046509884106,0.00861329834075607,0.00344828047092223,0.643441178237002,0.554020485848679
765920,32,0.000809921538850924,0.0400278299451416,0.00208830795475949,-0.00190150189356661,0.793387488800514,0.00871289794076074,0.00373852649469296,0.643347224107286,0.550108330182579
765921,33,0.000835231586940015,0.0423677976514853,0.00233996770634375,0.000251659751584254,0.786293375103984,0.00917083493071029,0.00405871253139996,0.642671767605558,0.546019369936126
765922,34,0.000860541635029107,0.0429866891442198,0.000618891492734447,-0.0017210762136093,0.778951761269397,0.00904942482676547,0.00425456784198175,0.641406307917254,0.541390428593583
765923,35,0.000885851683118198,0.0463864351982744,0.00339974605405459,0.00278085456132014,0.771032282688809,0.0102988365621869,0.00447463796085022,0.63964886733324,0.536949263305875
765924,36,0.000911161731207289,0.0473312039720849,0.000944768773810542,-0.00245497728024405,0.762796652194388,0.0100354813238744,0.00471026827924041,0.637324366259354,0.531582960171551
765925,37,0.000936471779296381,0.0480076419013527,0.00067643792926779,-0.000268330844542752,0.754269787846625,0.0100334517741227,0.00495310013111053,0.634481656171977,0.526084245002541
765926,38,0.000961781827385472,0.0505344831278451,0.00252684122649239,0.0018504032972246,0.745218210204639,0.0109566638635702,0.00509716417144151,0.631179527128548,0.520562111040277
765927,39,0.000987091875474563,0.0518355072217921,0.00130102409394697,-0.00122581713254542,0.735767100984356,0.0109765376577788,0.00529529009894871,0.62737387978062,0.514355493579063
765928,40,0.00101240192356365,0.0521200323585321,0.000284525136740071,-0.0010164989572069,0.726014861092528,0.0108423368684105,0.00549195652786547,0.623078806316779,0.50782929286298
765929,41,0.00103771197165275,0.0530309365519018,0.00091090419336963,0.000626379056629559,0.715874284048489,0.0111269573955453,0.0056173123714795,0.618331561308105,0.501154947344964
765930,42,0.00106302201974184,0.0531359270722702,0.000104990520368491,-0.000805913673001139,0.705428158699729,0.0110103782206787,0.00579000221039863,0.613127793164406,0.494076296482096
765931,43,0.00108833206783093,0.0534143610239613,0.000278433951691061,0.00017344343132257,0.694646006798823,0.0110722993422007,0.0059558925235585,0.607494776680414,0.486807896239902
765932,44,0.00111364211592002,0.0533024130721194,-0.000111947951841877,-0.000390381903532938,0.683580697227119,0.0110283044755161,0.00609749361788857,0.601442288912455,0.479251624552987
765933,45,0.00113895216400911,0.0534098292136838,0.000107416141564357,0.000219364093406234,0.672206688077671,0.0110423646445177,0.0062862197316912,0.594992000318362,0.471497614839554
765934,46,0.0011642622120982,0.0533941264320364,-1.57027816473712e-05,-0.000123118923211728,0.660577925857857,0.0110184362278787,0.00648886838887711,0.588159901997336,0.463524628897691
765935,47,0.00118957226018729,0.0537000959646957,0.000305969532659295,0.000321672314306666,0.648677713596481,0.0111425052247879,0.00673550053476363,0.580972795480131,0.455420473563324
765936,48,0.00121488230827639,0.0542739629650864,0.000573867000390693,0.000267897467731398,0.636556773590226,0.0113070423037174,0.00699118486402289,0.573450134775849,0.447156650968822
765937,49,0.00124019235636548,0.05538667949447,0.00111271652938361,0.00053884952899292,0.6242357143335,0.011645538173793,0.00729375811941549,0.565622315939218,0.438824742268831
765938,50,0.00126550240445457,0.0568361088553592,0.00144942936088917,0.000336712831505555,0.611643716677091,0.0119967723209989,0.00763396488522601,0.557499224044228,0.430308423771401
765939,51,0.00129081245254366,0.0587208398643614,0.00188473100900226,0.00043530164811309,0.598799866616328,0.012468396700311,0.00800023427166179,0.549097665652512,0.421663622167656
765940,52,0.00131612250063275,0.0613183742586485,0.0025975343942871,0.000712803385284844,0.585756666968835,0.01314483774335,0.00803884809674777,0.540420090280478,0.41280521466274
765941,53,0.00134143254872184,0.0643635054718316,0.00304513121318307,0.000447596818895973,0.572531499003977,0.0138425079777459,0.00840770341425322,0.53150089692432,0.403955615586518
765942,54,0.00136674259681093,0.0697561153468281,0.0053926098749965,0.00234747866181342,0.559342495555472,0.0154601426514618,0.00882603198320788,0.52243060035578,0.39553038418944
765943,55,0.00139205264490003,0.071811800891433,0.00205568554460489,-0.00333692433039161,0.54579603055646,0.0153221597385201,0.00925018334366325,0.51307930633921,0.386084068802175
765944,56,0.00141736269298912,0.07593904045514,0.00412723956370699,0.0020715540191021,0.532110052324007,0.0164943720276138,0.00966904535137877,0.503547326959711,0.377097106091754
765945,57,0.00144267274107821,0.0801429128812692,0.00420387242612918,7.66328624221962e-05,0.518294839842568,0.0172903164727087,0.0100180700725248,0.493812602172956,0.367808410155899
765946,58,0.0014679827891673,0.0841945676847728,0.00405165480350357,-0.000152217622625614,0.504354285844894,0.0181014684165367,0.0104183233553821,0.48388877074274,0.358445970137439
765947,59,0.00149329283725639,0.0881218086849725,0.00392724100019971,-0.000124413803303858,0.490304785595939,0.0188876022966568,0.0107804859701347,0.473781197258567,0.348964000568583
765948,60,0.00151860288534548,0.0914576721469605,0.00333586346198805,-0.00059137753821166,0.476131363979791,0.0194883058010631,0.0110832602133428,0.463481611601623,0.339272890143595
765949,61,0.00154391293343457,0.0950950420134894,0.00363736986652889,0.000301506404540838,0.461908951875521,0.0202806119540136,0.0113518412643131,0.453015334643552,0.329597503039002
765950,62,0.00156922298152366,0.0974597484027191,0.00236470638922968,-0.00127266347729921,0.447923600955805,0.0205791818880089,0.0253118379299099,0.443273025246256,0.325927878948669
765951,63,0.00159453302961276,0.099624825348015,0.00216507694529586,-0.000199629443933827,0.43368805793918,0.0209438962959774,0.0305244517357307,0.433597639356058,0.318325250393961
765952,64,0.00161984307770185,0.101209349837985,0.00158452448997047,-0.000580552455325387,0.41934855195594,0.0211817592740072,0.0359713454344055,0.423979889239377,0.31071395168618
765953,65,0.00164515312579094,0.103497073928291,0.00228772409030596,0.000703199600335491,0.404993999209289,0.0217859936672019,0.0360394793741912,0.414088866464763,0.30086776317842
765954,66,0.00167046317388003,0.102285095092663,-0.00121197883562793,-0.00349970292593389,0.390462264268888,0.0214602520277446,0.0360548291283823,0.403872966339172,0.290439403399427
765955,67,0.00169577322196912,0.101910836198321,-0.000374258894342713,0.000837719941285217,0.375911736584786,0.021118300121196,0.0360139505420118,0.393358949783093,0.279926720274727
765956,68,0.00172108327005821,0.100899872751627,-0.00101096344669423,-0.000636704552351514,0.361352067849643,0.0210165213133554,0.0359137521597329,0.382588076687522,0.269451878886624
765957,69,0.0017463933181473,0.099376895985328,-0.00152297676629849,-0.000512013319604265,0.346805482050339,0.0207898374492932,0.0358009851743104,0.371578851955623,0.258892069054516
765958,70,0.0017717033662364,0.0972368883953916,-0.00214000758993638,-0.000617030823637885,0.332273873309111,0.0204646878263689,0.0356463914969056,0.360347882205287,0.248249514017306
765959,71,0.00179701341432549,0.0946398072296482,-0.00259708116574348,-0.000457073575807099,0.317770450667243,0.0200050711580249,0.0354371870961583,0.348908124065144,0.237512782483855
765960,72,0.00182232346241458,0.091487542517408,-0.00315226471224013,-0.000555183546496654,0.303280986249254,0.0194596975204257,0.0351855496416973,0.337273858096428,0.226701731849379
765961,73,0.00184763351050367,0.0883156944457208,-0.00317184807168723,-1.95833594471007e-05,0.288857669518131,0.0187864096897723,0.0348889032165766,0.3254597377569,0.215830755180114
765962,74,0.00187294355859276,0.0846883884462403,-0.00362730599948055,-0.000455457927793321,0.274467390906108,0.0181393870700467,0.0345752717082495,0.313487694204929,0.204962183378716
765963,75,0.00189825360668185,0.0820616350012287,-0.00262675344501151,0.00100055255446904,0.260329588552723,0.0174398093980246,0.0342226135725173,0.301390746540949,0.194190654467622
765964,76,0.00192356365477094,0.0776097746874191,-0.00445186031380961,-0.0018251068687981,0.246101352840737,0.0168871691501467,0.0338546249138773,0.289181957866591,0.183405844251179
765965,77,0.00194887370286004,0.0742715487261595,-0.00333822596125966,0.00111363435254995,0.231988794277409,0.0159669971844846,0.0334725218262156,0.276858549206282,0.172509287545127
765966,78,0.00197418375094913,0.0709010704656348,-0.0033704782605247,-3.22522992650398e-05,0.217940300561507,0.0152318421834682,0.0330816745266874,0.264449386093089,0.161716967074749
765967,79,0.00199949379903822,0.0679109230375697,-0.00299014742806507,0.000380330832459627,0.20398737624125,0.0145612072948956,0.0326851546806571,0.251975655295933,0.150999808562362
765968,80,0.00202480384712731,0.06529836273762,-0.00261256029994973,0.000377587128115336,0.190149544098167,0.0139540177695283,0.0323191429285376,0.239460414382619,0.140388254229912
765969,81,0.0020501138952164,0.0631218676240755,-0.00217649511354448,0.000436065186405252,0.176469769118659,0.0134287675344121,0.0319665602073244,0.226928344593793,0.129912590196928
765970,82,0.00207542394330549,0.0611932588760784,-0.00192860874799707,0.000247886365547408,0.163030246440097,0.0129782067638027,0.0367700716261998,0.214740654033822,0.121914600559534
765971,83,0.00210073399139458,0.0596986147175501,-0.00149464415852838,0.000433964589468691,0.149905659850526,0.0125993648335486,0.0464766718288351,0.203211929890737,0.116371687937932
765972,84,0.00212604403948368,0.0585187233100939,-0.00117989140745618,0.000314752751072199,0.136791409762912,0.01229402615886,0.0534926500008939,0.192106894562528,0.109751300302467
765973,85,0.00215135408757277,0.0575981495375304,-0.000920573772563431,0.000259317634892751,0.123695305663223,0.0120549053778805,0.0532371689493385,0.180918701946131,0.0999854121220592
765974,86,0.00217666413566186,0.0568761789118659,-0.000721970625664516,0.000198603146898915,0.111089017416221,0.0118675025928914,0.0645441044316419,0.170450084702077,0.0956879200503204
765975,87,0.00220197418375095,0.0562822544772362,-0.000593924434629772,0.000128046191034743,0.0985227425201661,0.0117188557093616,0.0692783099591313,0.160209339507314,0.0885943041406799
765976,88,0.00222728423184004,0.055726546327806,-0.000555708149430137,3.82162851996354e-05,0.0861262351956212,0.0115935282726973,0.0739219320514773,0.150184227485185,0.0816048874556825
765977,89,0.00225259427992913,0.0552157223006662,-0.000510824027139818,4.48841222903187e-05,0.0740496950388636,0.0114803515918326,0.0823472029195703,0.140626660487372,0.0765316444032191
765978,90,0.00227790432801822,0.0546630331831391,-0.000552689117527087,-4.18650903872692e-05,0.0620320126351483,0.0113738307672093,0.0860500071847809,0.131189751722175,0.0694525984860071
765979,91,0.00230321437610731,0.0540590351587,-0.000603998024439147,-5.13089069120592e-05,0.0501448069552221,0.0112589685802799,0.0858934749257811,0.12162323866964,0.0607471235665702
765980,92,0.00232852442419641,0.0533562090870941,-0.000702826071605822,-9.88280471666755e-05,0.0386896489073784,0.0111339461047051,0.0932453305956197,0.112463589111187,0.0556349093406392
765981,93,0.0023538344722855,0.0525427436461824,-0.00081346544091173,-0.000110639369305908,0.0273400981167892,0.0109867285757817,0.0964219621642163,0.103407806636332,0.0487694174553187
765982,94,0.00237914452037459,0.0516188759213543,-0.000923867724828137,-0.000110402283916407,0.0163520921511211,0.0108161900019476,0.10299979459963,0.094696104455578,0.0436468870956905
765983,95,0.00240445456846368,0.0506043155458631,-0.00101456037549116,-9.06926506630198e-05,0.00553724443209375,0.0106225547911908,0.106213614491673,0.0860903217343832,0.0371663440479335
765984,96,0.00242976461655277,0.0494644646445275,-0.0011398509013356,-0.000125290525844445,0.00505721016731812,0.0104116539020232,0.109017514267968,0.0784863720818459,0.0369534666096125
765985,97,0.00245507466464186,0.0482488193205443,-0.00121564532398318,-7.57944226475807e-05,0.0152972891857689,0.0101725905185788,0.114814314595637,0.0729426479827632,0.0448706288709174
765986,98,0.00248038471273095,0.0469260142939618,-0.00132280502658252,-0.000107159702599342,0.0253672973751234,0.0099205439199576,0.117332177818854,0.069021059418384,0.0514712231834565
765987,99,0.00250569476082005,0.0456214100877829,-0.00130460420617887,1.82008204036507e-05,0.0350961309942775,0.00964444681462772,0.122728449074844,0.0667096221241824,0.0593318844546005
765988,100,0.00253100480890914,0.044082622272583,-0.00153878781519991,-0.000234183609021034,0.0443235058253656,0.00937870036892153,0.152990801190644,0.0674051344911265,0.078160440717455
765989,101,0.00255631485699823,0.0427908918933272,-0.00129173037925581,0.000247057435944095,0.0534679722376181,0.0090681663879231,0.164791585700033,0.0695983655137126,0.0890673824137774
765990,102,0.00258162490508732,0.0413155343530212,-0.00147535754030601,-0.0001836271610502,0.0623770541691207,0.00879447210242102,0.178907552257335,0.0732671474699051,0.101061158880943
765991,103,0.00260693495317641,0.0398262558152929,-0.00148927853772836,-1.39209974223467e-05,0.0711109963721035,0.00848267462789493,0.181113552265376,0.0774736078555846,0.107806911576205
765992,104,0.0026322450012655,0.0383061826205114,-0.00152007319478148,-3.07946570531209e-05,0.0794643423714529,0.00817551230006079,0.185834610256292,0.0822912026060611,0.115504428614902
765993,105,0.00265755504935459,0.036812404130826,-0.00149377848968542,2.6294705096061e-05,0.087613954974094,0.00786253109412205,0.187893631615695,0.0874669040714703,0.121962437928201
765994,106,0.00268286509744369,0.0353448933839104,-0.00146751074691558,2.62677427698421e-05,0.0953964500748723,0.00755516156151168,0.192410171538069,0.0930900505378722,0.129333125897395
765995,107,0.00270817514553278,0.0338832923098991,-0.00146160107401128,5.90967290430011e-06,0.102966139492165,0.00725183097474684,0.194365273209437,0.0989306230891778,0.135487524796165
765996,108,0.00273348519362187,0.032469944749961,-0.00141334755993813,4.82535140731502e-05,0.110177058214426,0.00695345236695266,0.198674809424486,0.105086364882674,0.142496129562823
765997,109,0.00275879524171096,0.0310849771245393,-0.00138496762542173,2.83799345164003e-05,0.117189804980763,0.0066618780407767,0.200528571732038,0.111349073792427,0.148329444749194
765998,110,0.00278410528980005,0.029733525654597,-0.00135145146994227,3.351615547946e-05,0.123390085816938,0.00637734860347723,0.261451894229088,0.121449194381498,0.179983817523024
765999,111,0.00280941533788914,0.028398092869779,-0.00133543278481795,1.6018685124311e-05,0.129583552267878,0.00609832706710613,0.279948108787087,0.132255367809644,0.193214598629043
766000,112,0.00283472538597823,0.936427658601292,0.908029565731513,0.90936499851633,0.192084154115534,0.396099194717247,0.298817057208999,0.174011884986703,0.415654194441112
766001,113,0.00286003543406732,1.14748393620063,0.211056277599339,-0.696973288132174,0.148165909742225,0.304448246700896,0.302891392642255,0.201883717495741,0.354442232614422
766002,114,0.00288534548215642,0.00313017490658055,-1.14435376129405,-1.35541003889339,0.148689246748085,0.265377604916524,0.305069123820243,0.22457761659841,0.341796081166229
766003,115,0.00291065553024551,0.00313153169249685,1.35678591630523e-06,1.14435511807997,0.148743959534008,0.0492915696131074,0.286319057053825,0.229797408736257,0.240045156209225
766004,116,0.0029359655783346,0.00314821101889477,1.66793263979199e-05,1.53225404816147e-05,0.149058815000698,0.000652860214315786,0.256414356470074,0.229441394289606,0.20590409931709
766005,117,0.00296127562642369,0.00327343301388448,0.000125221994989705,0.000108542668591785,0.148966064796876,0.000702289819403953,0.218381493628406,0.226660571173691,0.188883135315201
766006,118,0.00298658567451278,0.00320902523456914,-6.44077793153387e-05,-0.000189629774305044,0.148747358458434,0.000681448617320342,0.222166435575292,0.224386682760641,0.190078112490423
766007,119,0.00301189572260187,0.00338103773407032,0.00017201249950118,0.000236420278816519,0.148639324428906,0.000738383413234406,0.223807166474843,0.222444589161169,0.190484597791689
766008,120,0.00303720577069096,0.00335185404318482,-2.91836908854993e-05,-0.000201196190386679,0.148391898176928,0.000705017758891911,0.236494636732984,0.221495345412171,0.195725669966443
766009,121,0.00306251581878006,0.00342907129121674,7.72172480319223e-05,0.000106400938917422,0.148054575510162,0.000725604518276908,0.256164878604691,0.221883942375136,0.204168319075341
766010,122,0.00308782586686915,0.00353531970719967,0.000106248415982927,2.90311679510043e-05,0.147954544350713,0.000749479301695045,0.270532936319514,0.223153202040201,0.210564772599116
766011,123,0.00311313591495824,0.00363074171087881,9.54220036791472e-05,-1.08264123037795e-05,0.14789913828092,0.000766422873260336,0.272572779904103,0.224420803024012,0.21160396968916
766012,124,0.00313844596304733,0.00377003328028169,0.000139291569402876,4.38695657237285e-05,0.147693035029789,0.000804490598060367,0.29442107465623,0.226953763353331,0.221381652965955
766013,125,0.00316375601113642,0.00643131735425899,0.0026612840739773,0.00252199250457443,0.147851142827624,0.00191506627091608,0.300484935382115,0.229705936323644,0.224990452132452
766014,126,0.00318906605922551,0.00431433852902668,-0.00211697882523231,-0.00477826289920961,0.147925988689417,0.00147592494658142,0.309167830331088,0.232716485031682,0.229050852184957
766015,127,0.0032143761073146,0.00420196790283143,-0.000112370626195257,0.00200460819903705,0.147876928631591,0.000972036465007155,0.323685623283651,0.236320454593525,0.235636257541664
766016,128,0.0032396861554037,0.00439842062287995,0.000196452720048527,0.000308823346243784,0.147933316453115,0.000955678323678331,0.333906045530686,0.240220832801307,0.240664088290619
766017,129,0.00326499620349279,0.00428812025647452,-0.00011030036640543,-0.000306753086453958,0.148022162174274,0.00091725278803162,0.335616800369562,0.243839393160364,0.241948681252999
766018,130,0.00329030625158188,0.00461576099856459,0.000327640742090072,0.000437941108495502,0.147566425590456,0.00102972811234657,0.41002259531851,0.251859593174439,0.275306372122832
766019,131,0.00331561629967097,0.00450685002728437,-0.000108910971280226,-0.000436551713370298,0.147080963351899,0.000967623046830761,0.466409379355904,0.262654947733135,0.301088096966907
766020,132,0.00334092634776006,0.935316033452813,0.930809183425528,0.930918094396809,0.0783949919205156,0.400909018650123,0.514457803306649,0.295068165239855,0.459143514457815
766021,133,0.00336623639584915,1.87441429121944,0.939098257766632,0.00828907434110382,0.212288221756711,0.556839769723795,0.522321768577417,0.346856498236018,0.619622853566702
766022,134,0.00339154644393824,0.00487016368279688,-1.86954412753665,-2.80864238530328,0.212773385256613,0.45876315880816,0.571379204969019,0.390240923994107,0.604521065830344
766023,135,0.00341685649202733,0.00511662061643548,0.000246456933638602,1.86979058447029,0.212133327969725,0.08058292492287,0.592489763798134,0.406084904862236,0.450459518812081
766024,136,0.00344216654011643,1.87180054092435,1.86668392030792,1.86643746337428,0.0751888604386612,0.803171390293876,0.596327599218093,0.454840708234196,0.690599427421681
766025,137,0.00346747658820552,1.87412143035379,0.00232088942943731,-1.86436303087848,0.209520792554969,0.466133654063127,0.626509452598737,0.490952613810444,0.643740091382295
766026,138,0.00349278663629461,0.00531918119840456,-1.86880224915538,-1.87112313858482,0.209760122573565,0.418868324459535,0.652739092475851,0.522044385415297,0.639003215104759
766027,139,0.0035180966843837,1.87209950280206,1.86678032160366,3.73558257075904,0.0725949223382875,0.882706272601155,0.62666546051359,0.565832728960076,0.75232028898621
766028,140,0.00354340673247279,0.00554284017742598,-1.86655666262464,-3.73333698422829,0.0731148976602004,0.497669163804303,0.655828158247204,0.582221481729806,0.599564695981119
766029,141,0.00356871678056188,0.00565640905275566,0.000113568875329682,1.86667023149997,0.072492411961424,0.080537539487674,0.66250573250603,0.570377701196265,0.41838328155677
766030,142,0.00359402682865097,1.87419210818157,1.86853569912881,1.86842213025348,0.205346511808183,0.804084070549515,0.672365856884864,0.619111355272933,0.826441162102627
766031,143,0.00361933687674007,0.00592336931589685,-1.86826873886567,-3.73680443799448,0.205866252556696,0.49820489695441,0.676083744711382,0.643409439961824,0.698224831336543
766032,144,0.00364464692482916,1.872032100858,1.86610873154211,3.73437747040777,0.0684622341125228,0.882519595864969,0.70451688171288,0.679460051777352,0.79940638510411
766033,145,0.00366995697291825,1.87429437096682,0.00226227010881641,-1.86384646143329,0.202699898363596,0.466136747658468,0.70993075880079,0.697431188370112,0.70453575787565
766034,146,0.00369526702100734,0.0063054126740803,-1.86798895829274,-1.87025122840155,0.203113983347817,0.418887434064238,0.714991056131228,0.710882395755937,0.688233132386828
766035,147,0.00372057706909643,1.871494715242,1.86518930256792,3.73317826086066,0.065419314656607,0.882191398604825,0.717347484190085,0.740583004434426,0.811455434371676
766036,148,0.00374588711718552,0.00674143661027751,-1.86475327863173,-3.72994258119965,0.065891774500691,0.497445640566123,0.726300684521001,0.743030483958624,0.648048908207579
766037,149,0.00377119716527461,1.87443994988993,1.86769851327965,3.73245179191138,0.198733332660652,0.883221989638697,0.7231148446045,0.781943000199956,0.901609752633032
766038,150,0.00379650721336371,1.87177144774166,-0.00266850214827286,-1.87036701542792,0.0628310368908816,0.465967204223282,0.722752980655129,0.777633285664981,0.635673977826034
766039,151,0.0038218172614528,0.00708996451887135,-1.86468148322278,-1.86201298107451,0.0630820660931587,0.418100400186819,0.729800184467335,0.771149976429226,0.617113178486521
766040,152,0.00384712730954189,1.87466740511369,1.86757744059482,3.73225892381761,0.195921433381829,0.883238781584384,0.727682047142803,0.807236105395336,0.905389510812893
766041,153,0.00387243735763098,0.00733384375062353,-1.86733356136307,-3.73491100195789,0.196415270366014,0.498246005087128,0.729242579746859,0.814926390616266,0.739386226937265
766042,154,0.00389774740572007,1.87085590950454,1.86352206575391,3.73085562711698,0.0585167321884589,0.881659187195479,0.75547800993641,0.835818363379861,0.836816830547343
766043,155,0.00392305745380916,0.00778300896490453,-1.86307290053963,-3.72659496629354,0.0593178616034614,0.497213989086042,0.734906307873276,0.828498271868719,0.659504183063312
766044,156,0.00394836750189825,1.87467934982393,1.86689634085903,3.72996924139866,0.191817930191829,0.883020641046613,0.756407573570985,0.860204736173022,0.922649147440295
766045,157,0.00397367754998734,0.00794125386839402,-1.86673809595554,-3.73363443681457,0.192344146535295,0.498209220585389,0.737031974901311,0.862624793613768,0.746877482799344
766046,158,0.00399898759807644,1.87159111066896,1.86364985680056,3.7303879527561,0.0543103361485266,0.8818140407029,0.761555815095688,0.878673723581989,0.842892329737595
766047,159,0.00402429764616553,0.00832996136132777,-1.86326114930763,-3.72691100610819,0.0548038069807046,0.497374281142628,0.747730323082572,0.867412746320027,0.667793876544137
766048,160,0.00404960769425462,1.87472523119913,1.8663952698378,3.72965641914543,0.187400370384931,0.882926116339115,0.73132422194443,0.893124738871,0.913511159254601
766049,161,0.00407491774234371,0.00873895347832444,-1.86598627772081,-3.73238154755861,0.187825760987228,0.498184383918058,0.73194353421327,0.891448294453734,0.745869678011088
766050,162,0.0041002277904328,0.00911682116728121,0.000377867688956767,1.86636414540976,0.186830829407516,0.0812859318950128,0.7282422804487,0.862693152231771,0.557693798182994
766051,163,0.00412553783852189,1.8717077602884,1.86259093912112,1.86221307143216,0.0490412883496284,0.802231900475363,0.714516145747329,0.870082309674846,0.783214016272788
766052,164,0.00415084788661098,1.87484593655044,0.00313817626203994,-1.85945276285908,0.182782917605594,0.466222242012158,0.737764660868308,0.868612276300212,0.728219963151681
766053,165,0.00417615793470008,0.00961967954699824,-1.86522625700344,-1.86836443326548,0.183084252270173,0.418990643361391,0.751695771828654,0.865169086712999,0.713392349664067
