edge_id,source_node,target_node,edge_type,weight,distance_pixels,phase_difference_rad,time_difference_sec
G00052,N0017,N0047,SPATIAL,0.000106734056316782,18.4390889145858,0.0879645347595215,9.12224753227031
G00053,N0017,N0035,SPATIAL,0.00472446158528328,19.313207915828,0.113097183406353,5.3287775246773
G00054,N0017,N0032,SPATIAL,0.010068872012198,19.9248588451713,0.119380474090576,4.57023538344723
G00055,N0018,N0129,SPATIAL,2.66087369152346e-12,37,0.0753982067108154,26.5664388762339
G00056,N0018,N0134,SPATIAL,5.78564431606698e-13,38.3275357934736,0.0628316402435303,28.0865603644647
G00057,N0018,N0231,SPATIAL,0.893400847911835,38.9101529166874,0.27713805437088,NaN
G00058,N0018,N0004,SPATIAL,0.886646738081244,44.1474801092882,NaN,NaN
G00059,N0019,N0270,SPATIAL,0.962926900872737,24.738633753706,NaN,NaN
G00060,N0019,N0069,SPATIAL,4.56103975920996e-07,45.18849411078,0.25761079788208,14.4578587699317
G00061,N0019,N0054,SPATIAL,1.61117532115895e-05,70.4059656563277,0.433539867401123,10.6826119969628
G00062,N0019,N0063,SPATIAL,1.50079654304136e-06,78.8542960148653,0.483805149793625,12.9665907365224
G00063,N0020,N0027,SPATIAL,0.102635823190212,5,0.0251326560974121,2.27486712224753
G00064,N0020,N0030,SPATIAL,0.0480176359415054,6.40312423743285,0.031415943056345,3.0334092634776
G00065,N0020,N0044,SPATIAL,0.000501606205943972,12.8062484748657,0.0502653121948242,7.58694001518603
G00066,N0020,N0040,SPATIAL,0.00224784296005964,14.422205101856,0.0753984451293945,6.083523158694
G00067,N0021,N0023,SPATIAL,0.468286275863647,1.4142135623731,0.00628304434940219,0.758542141230068
G00068,N0021,N0029,SPATIAL,0.102635823190212,5,0.0251326560974121,2.27486712224753
G00069,N0021,N0026,SPATIAL,0.219403386116028,5.3851648071345,0.031415943056345,1.51480637813212
G00070,N0021,N0033,SPATIAL,0.0224510729312897,5.8309518948453,0.0188493728637695,3.79422930903569
G00071,N0022,N0038,SPATIAL,0.0104826800525188,6,0,4.55580865603645
G00072,N0022,N0024,SPATIAL,0.468891024589539,6.08276253029822,0.0376990474760532,0.754745634016705
G00073,N0023,N0029,SPATIAL,0.219321563839912,3.60555127546399,0.0188496112823486,1.51632498101746
G00074,N0023,N0026,SPATIAL,0.468850404024124,4.12310562561766,0.0251328945159912,0.75626423690205
G00075,N0023,N0033,SPATIAL,0.047980472445488,4.47213595499958,0.0125663289800286,3.03568716780562
G00076,N0024,N0032,SPATIAL,0.102568171918392,3.60555127546399,0.0125665673986077,2.27638572513288
G00077,N0024,N0035,SPATIAL,0.0479997284710407,5,0.0188498497009277,3.03492786636295
G00078,N0025,N0028,SPATIAL,0.467575669288635,1.4142135623731,0.00628316355869174,0.760060744115413
G00079,N0025,N0036,SPATIAL,0.0478815846145153,4.12310562561766,0.00628316355869174,3.03796507213364
G00080,N0025,N0067,SPATIAL,5.08462289872114e-06,21.2602916254693,0.0879645347595215,12.1594533029613
G00081,N0025,N0234,SPATIAL,0.538388669490814,22,1.46114361286163,NaN
G00082,N0026,N0029,SPATIAL,0.467575669288635,1.4142135623731,0.00628328276798129,0.760060744115414
G00083,N0026,N0031,SPATIAL,0.218963593244553,2,0,1.51860288534548
G00084,N0026,N0033,SPATIAL,0.102257117629051,3.60555127546399,0.0125665673986077,2.27942293090357
G00085,N0026,N0002,SPATIAL,0.999012833249011,4,NaN,NaN
G00086,N0027,N0030,SPATIAL,0.468286275863647,1.4142135623731,0.00628328276798129,0.758542141230068
G00087,N0027,N0044,SPATIAL,0.00491116940975189,8.06225774829855,0.0251326560974121,5.3120728929385
G00088,N0027,N0040,SPATIAL,0.0217415653169155,16.7630546142402,0.100531108677387,3.80865603644647
G00089,N0028,N0036,SPATIAL,0.102441854774952,3,0,2.27790432801822
G00090,N0028,N0067,SPATIAL,1.09148977571749e-05,19.8494332412792,0.0816813632845879,11.3993925588459
G00091,N0028,N0071,SPATIAL,5.09833262185566e-06,20.6155281280883,0.0816813632845879,12.1586940015186
G00092,N0029,N0031,SPATIAL,0.468286275863647,1.4142135623731,0.00628328276798129,0.758542141230068
G00093,N0029,N0033,SPATIAL,0.218781724572182,2.23606797749979,0.00628328276798129,1.51936218678815
G00094,N0029,N0002,SPATIAL,0.999382906529925,3.16227766016838,NaN,NaN
G00095,N0030,N0044,SPATIAL,0.0104998182505369,6.70820393249937,0.0188493728637695,4.55353075170843
G00096,N0030,N0040,SPATIAL,0.0463379174470901,17.464249196573,0.106814377009869,3.0501138952164
G00097,N0031,N0037,SPATIAL,0.218963593244553,2,0,1.51860288534548
G00098,N0032,N0035,SPATIAL,0.468286275863647,1.4142135623731,0.00628328276798129,0.758542141230068
G00099,N0032,N0042,SPATIAL,0.0478815846145153,4.12310562561766,0.00628328276798129,3.03796507213364
G00100,N0032,N0047,SPATIAL,0.0105037353932858,7.81024967590665,0.031415943056345,4.55201214882308
G00101,N0033,N0039,SPATIAL,0.218963593244553,2,0,1.51860288534548
G00102,N0034,N0046,SPATIAL,0.0223208703100681,6.40312423743285,0.0251326560974121,3.7995444191344
G00103,N0034,N0049,SPATIAL,0.0104389255866408,7.21110255092798,0.0251326560974121,4.55884586180714
G00104,N0034,N0057,SPATIAL,0.00106954923830926,9.21954445729289,0.0125660905614495,6.83523158694002
G00105,N0034,N0060,SPATIAL,0.000500442343764007,10.0498756211209,0.00628328276798129,7.59377372817008
G00106,N0035,N0042,SPATIAL,0.102257117629051,3.60555127546399,0.0125665673986077,2.27942293090357
G00107,N0035,N0047,SPATIAL,0.0224568694829941,6.40312423743285,0.0251326560974121,3.79347000759301
G00108,N0036,N0067,SPATIAL,0.000107021842268296,17.6918060129541,0.0816813632845879,9.12148823082764
G00109,N0036,N0234,SPATIAL,0.546758472919464,18.0277563773199,1.45486044883728,NaN
G00110,N0037,N0003,SPATIAL,0.999691405649726,2.23606797749979,NaN,NaN
G00111,N0037,N0033,SPATIAL,0.468541353940964,2.23606797749979,0.0125665673986077,0.757782839787396
G00112,N0038,N0050,SPATIAL,0.0224568676203489,6.40312423743285,0.0251329597085714,3.79347000759301
G00113,N0038,N0052,SPATIAL,0.010502528399229,7.21110255092798,0.0251329597085714,4.55277145026576
G00114,N0038,N0042,SPATIAL,0.219359576702118,7.28010988928052,0.0439823307096958,1.51328777524677
G00115,N0039,N0041,SPATIAL,0.467964321374893,1,0,0.75930144267274
G00116,N0039,N0002,SPATIAL,0.999691405649726,2.23606797749979,NaN,NaN
G00117,N0041,N0002,SPATIAL,0.99950629475207,2.82842712474619,NaN,NaN
G00118,N0041,N0037,SPATIAL,0.218568727374077,2.82842712474619,0.0125665673986077,1.52012148823083
G00119,N0042,N0050,SPATIAL,0.102142930030823,4.24264068711928,0.0188493728637695,2.28018223234624
G00120,N0042,N0052,SPATIAL,0.0477815493941307,5,0.0188493728637695,3.03948367501898
G00121,N0044,N0040,SPATIAL,0.216037005186081,20.0997512422418,0.125663742423058,1.50341685649203
G00122,N0045,N0048,SPATIAL,0.468541353940964,2.23606797749979,0.0125663289800286,0.757782839787396
G00123,N0045,N0041,SPATIAL,0.219321563839912,3.60555127546399,0.0188496112823486,1.51632498101746
G00124,N0046,N0049,SPATIAL,0.467964321374893,1,0,0.75930144267274
G00125,N0046,N0057,SPATIAL,0.047980472445488,4.47213595499958,0.0125665673986077,3.03568716780562
G00126,N0046,N0060,SPATIAL,0.0224510729312897,5.8309518948453,0.0188493728637695,3.79422930903569
G00127,N0047,N0042,SPATIAL,0.219397202134132,6.32455532033676,0.0376992225646973,1.51404707668945
G00128,N0047,N0070,SPATIAL,0.00228779413737357,8.24621125123532,0.0125665673986077,6.07593014426728
G00129,N0048,N0008,SPATIAL,0.998766193864201,4.47213595499958,NaN,NaN
G00130,N0049,N0057,SPATIAL,0.102568171918392,3.60555127546399,0.0125665673986077,2.27638572513288
G00131,N0049,N0060,SPATIAL,0.0479997284710407,5,0.0188493728637695,3.03492786636295
G00132,N0050,N0052,SPATIAL,0.467964321374893,1,0,0.759301442672742
G00133,N0050,N0055,SPATIAL,0.218963593244553,2,0,1.51860288534548
G00134,N0050,N0058,SPATIAL,0.102014251053333,5,0.0251329597085714,2.28094153378891
G00135,N0051,N0053,SPATIAL,0.467575669288635,1.4142135623731,0.00628304434940219,0.760060744115414
G00136,N0051,N0009,SPATIAL,0.999753116900402,2,NaN,NaN
G00137,N0052,N0055,SPATIAL,0.467964321374893,1,0,0.75930144267274
G00138,N0052,N0061,SPATIAL,0.102142930030823,4.24264068711928,0.0188498497009277,2.28018223234624
G00139,N0052,N0058,SPATIAL,0.218049615621567,4.47213595499958,0.0251329597085714,1.52164009111617
G00140,N0054,N0063,SPATIAL,0.101355962455273,8.54400374531753,0.0502653121948242,2.28397873955961
G00141,N0054,N0073,SPATIAL,0.0103510832414031,10.816653826392,0.0565485917031765,4.5626423690205
G00142,N0054,N0060,SPATIAL,0.215269237756729,11.1803398874989,0.069115161895752,1.52695520121488
G00143,N0054,N0057,SPATIAL,0.458963215351105,12.0415945787923,0.0753979682922363,0.768413059984814
G00144,N0055,N0061,SPATIAL,0.218324646353722,3.60555127546399,0.0188498497009277,1.5208807896735
G00145,N0055,N0066,SPATIAL,0.0479213856160641,4,0,3.03720577069096
G00146,N0056,N0008,SPATIAL,0.999876550830352,1.4142135623731,NaN,NaN
G00147,N0056,N0053,SPATIAL,0.468286275863647,1.4142135623731,0.00628304434940219,0.758542141230068
G00148,N0056,N0007,SPATIAL,0.999753116900402,2,NaN,NaN
G00149,N0057,N0060,SPATIAL,0.468286275863647,1.4142135623731,0.00628280593082309,0.758542141230068
G00150,N0057,N0063,SPATIAL,0.219378188252449,4.47213595499958,0.0251326560974121,1.51556567957479
G00151,N0058,N0061,SPATIAL,0.468286275863647,1.4142135623731,0.00628310814499855,0.758542141230068
G00152,N0058,N0064,SPATIAL,0.218963593244553,2,0,1.51860288534548
G00153,N0058,N0055,SPATIAL,0.466011017560959,4.12310562561766,0.0251329597085714,0.762338648443432
G00154,N0059,N0062,SPATIAL,0.468286275863647,1.4142135623731,0.00628328276798129,0.758542141230068
G00155,N0059,N0008,SPATIAL,0.999691405649726,2.23606797749979,NaN,NaN
G00156,N0060,N0063,SPATIAL,0.46872940659523,3.16227766016838,0.0188498497009277,0.757023538344724
G00157,N0060,N0073,SPATIAL,0.047980472445488,4.47213595499958,0.0125665673986077,3.03568716780562
G00158,N0061,N0064,SPATIAL,0.467575669288635,1.4142135623731,0.00628310814499855,0.760060744115414
G00159,N0061,N0066,SPATIAL,0.219321563839912,3.60555127546399,0.0188498497009277,1.51632498101746
G00160,N0063,N0073,SPATIAL,0.102356769144535,3.16227766016838,0.00628328276798129,2.2786636294609
G00161,N0063,N0081,SPATIAL,0.0223740078508854,5.3851648071345,0.0125665673986077,3.79802581624905
G00162,N0064,N0078,SPATIAL,0.0479213856160641,4,0,3.03720577069097
G00163,N0064,N0066,SPATIAL,0.468850374221802,4.12310562561766,0.0251329597085714,0.75626423690205
G00164,N0065,N0011,SPATIAL,0.999876550830352,1.4142135623731,NaN,NaN
G00165,N0065,N0062,SPATIAL,0.468286275863647,1.4142135623731,0.00628304434940219,0.758542141230068
G00166,N0065,N0068,SPATIAL,0.468286275863647,1.4142135623731,0.00628328276798129,0.758542141230068
G00167,N0066,N0052,SPATIAL,0.0224144272506237,5,0,3.7965072133637
G00168,N0067,N0071,SPATIAL,0.467964321374893,1,0,0.759301442672744
G00169,N0067,N0079,SPATIAL,0.102512329816818,3.16227766016838,0.00628316355869174,2.27714502657555
G00170,N0067,N0099,SPATIAL,0.00229192734695971,8,0,6.07441154138193
G00171,N0067,N0107,SPATIAL,0.000500442343764007,10.0498756211209,0.00628316355869174,7.59377372817008
G00172,N0068,N0011,SPATIAL,0.99950629475207,2.82842712474619,NaN,NaN
