id,dataset_path,output_file,matlab_class,dimensions,rank,element_count,bytes_in_memory,finite_count,nan_count,inf_count,min_value,max_value,mean_value,std_value,mat_file_sha256
11,/n_3_defect_topology/degree,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/02_n_3_defect_topology/011_n_3_defect_topology__degree.mat,int8,[2500 1],2,2500,2500,2500,0,0,3,10,5.9832,1.10426696147666,b89e72aeede1bf612e60e9f1f3159662a60d502f1270c4f745ac16eca57f0ac1
12,/n_3_defect_topology/pos,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/02_n_3_defect_topology/012_n_3_defect_topology__pos.mat,single,[2 2500],2,5000,20000,5000,0,0,-1.61449503898621,1.54541456699371,-0.00613823315750924,0.605338716560678,72e4e8bc323010f6ebab23e230af25b9e12b5a2efee142d7ba2d4883fff4683f
13,/n_4_geodesic_field/curl,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/03_n_4_geodesic_field/013_n_4_geodesic_field__curl.mat,single,[48400 1],2,48400,193600,48400,0,0,-12.6009435653687,13.1933851242065,-6.21882035307517e-12,1.22585626766939,dc4ce9dfd45817bd21032029a32a646aa35513573f99c9771c8e32ba477e4194
14,/n_4_geodesic_field/raw_points,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/03_n_4_geodesic_field/014_n_4_geodesic_field__raw_points.mat,single,[2 194527],2,389054,1556216,389054,0,0,-0.934298276901245,0.950641751289368,-0.000715964502592912,0.154193521278625,9ab0f60961aa38d14b5edeae117c195d9b12fb5642602da35922559d0dd7e65e
15,/n_4_geodesic_field/vel,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/03_n_4_geodesic_field/015_n_4_geodesic_field__vel.mat,single,[2 48400],2,96800,387200,96800,0,0,-0.999995648860931,0.999995648860931,-0.000122248778923485,0.0971417574588151,f4cac8c4f472f2336258e8f5543dbacd42249adffb61cc8f3fe8eb069f591d17
16,/n_4_geodesic_field/xy,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/03_n_4_geodesic_field/016_n_4_geodesic_field__xy.mat,single,[2 48400],2,96800,387200,96800,0,0,-1.10000002384186,1.10000002384186,0,0.637981933909369,2163a4b50f0467edd681af604dc7de6b68dc24e8272edef50576a3d4cd511346
17,/n_5_composite_field_1000x1000/data,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/04_n_5_composite_field/017_n_5_composite_field_1000x1000__data.mat,single,[5 1000000],2,5000000,20000000,5000000,0,0,0,1,0.335358783772004,0.197695296813411,6cc662accd4cafd4de5d17fef970e52a4faf6ee9bf93f0f6868e94690c95cb60
18,/n_6_field_maps_v3_800x800/chamber_field/data,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/05_n_6_field_maps/018_n_6_field_maps_v3_800x800__chamber_field__data.mat,single,[3 640000],2,1920000,7680000,1920000,0,0,0,1,0.419856533979001,0.359694988191539,22656f57013986c562e87f0919ee48e5e05acb7cec6d15af698712cd80543c94
19,/n_6_field_maps_v3_800x800/fuchsian_tiling/data,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/05_n_6_field_maps/019_n_6_field_maps_v3_800x800__fuchsian_tiling__data.mat,single,[5 640000],2,3200000,12800000,3200000,0,0,0,1,0.179665091150773,0.327389909151943,ef69ddd9a1fb0ae64546b00654bb7f51e9f133f77a59d01a369ea4e7b7c05f8b
20,/n_6_field_maps_v3_800x800/ginibre_field/data,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/05_n_6_field_maps/020_n_6_field_maps_v3_800x800__ginibre_field__data.mat,single,[3 640000],2,1920000,7680000,1920000,0,0,0,1,0.230726408669464,0.33634938623821,2ea989120695504ae697340942979f0b06712c3eeef31426f933a5a6ff22aa01
21,/n_6_field_maps_v3_800x800/modular_eta/data,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/05_n_6_field_maps/021_n_6_field_maps_v3_800x800__modular_eta__data.mat,single,[3 640000],2,1920000,7680000,1920000,0,0,0,1,0.643769723221128,0.469908540750343,eb62eca6411385e362d267a9c9ca157664c874008a1cc359656ee5bdfbd95478
22,/n_6_field_maps_v3_800x800/weyl_field/data,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/05_n_6_field_maps/022_n_6_field_maps_v3_800x800__weyl_field__data.mat,single,[5 640000],2,3200000,12800000,3200000,0,0,-13.6551094055176,239.989440917969,7.38356105032536,25.7284885052324,b404c0be24e8d4e137688c0957ea7f001c2a53edd780753e3967b4ded5f7f885
23,/n_7_apollonian_circle_model/e8_chamber_angles,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/06_n_7_apollonian/023_n_7_apollonian_circle_model__e8_chamber_angles.mat,double,[9 1],2,9,72,9,0,0,0,5.49778714378214,1.96349540849362,1.70043690396958,0f16320a1ce1c26da7aa5ab59bc5dec5574c61323a600425e76fd5e83dbd6a30
24,/spectral_mappings/crystal_colors,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/07_spectral_mappings/024_spectral_mappings__crystal_colors.mat,uint8,[9 7],2,63,63,63,0,0,35,102,68.8412698412698,27.3703432328511,59b5691c5eef436a61b2612ecc9de3d154e07b9cfe31405d03152336537a96e1
25,/spectral_mappings/crystal_stops,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/07_spectral_mappings/025_spectral_mappings__crystal_stops.mat,double,[9 1],2,9,72,9,0,0,0,1,0.532222222222222,0.365471537119438,5e851de1e013e623f8c706eec2723d674ad4b79c269ce4b468648dd6d8cc553e
26,/spectral_mappings/phase_colors,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/07_spectral_mappings/026_spectral_mappings__phase_colors.mat,uint8,[6 7],2,42,42,42,0,0,35,102,68.8571428571429,27.2357113387081,d016f8c740d69cefa9e96eb82249977efa3381ed73bdd644429b9ca05d7d294c
27,/spectral_mappings/phase_stops,/Users/yehoshua/Desktop/YEHOSHUA_projection_temporal_formula_from_SSOT_v15/YEHOSHUA_string_theory_foundations_law_atlas_v4/04_h5_tensor_extracts/07_spectral_mappings/027_spectral_mappings__phase_stops.mat,double,[6 1],2,6,48,6,0,0,0,1,0.5,0.374165738677394,da636ff1870dc5044b94dd5a1a997810a30d0b34179fe6bcfa389e726289c5ac
