lag_samples,acf_score,phase_score,combined_score
2910,0.146660767050728,1.00000000000002,0.453862890912473
1094,0.143708326802302,1.00000000000008,0.451973329153502
1908,0.143152634500681,0.99999999999999,0.451617686080432
2094,0.140363925315325,1.00000000000001,0.449832912201813
3094,0.139184316676603,0.999999999999907,0.449077962672992
906,0.138594512357242,1.00000000000008,0.448700487908663
2908,0.133707562282535,1.00000000000001,0.445572839860826
1906,0.131284011444818,0.999999999999907,0.44402176732465
1096,0.131125412497981,1.00000000000005,0.443920263998726
904,0.12880810474391,0.999999999999978,0.442437187036094
2096,0.128167757357253,0.999999999999936,0.442027364708619
3096,0.126528766372361,0.999999999999992,0.440978410478309
2906,0.122750287183291,1.00000000000001,0.438560183797312
1904,0.121309122723998,0.999999999999992,0.437637838543356
1098,0.121034811111303,1.00000000000004,0.437462279111248
2098,0.117489975652578,1.00000000000006,0.43519358441767
902,0.11687458525051,0.99999999999997,0.434799734560316
3098,0.11536549474958,0.999999999999972,0.433833916639721
2904,0.113536002921134,0.999999999999936,0.432663041869503
1902,0.1108809025876,0.999999999999972,0.430963777656054
1100,0.110034136519457,0.999999999999972,0.430421847372442
2100,0.106670746202416,0.999999999999907,0.428269277569513
3100,0.10522671769116,1.00000000000003,0.427345099322354
900,0.104313101670269,0.999999999999992,0.426760385068969
2902,0.10328816011514,1.00000000000006,0.426104422473709
1900,0.0994706437322656,1.00000000000003,0.423661211988662
1102,0.0988731495161606,0.999999999999947,0.423278815690324
2102,0.0956827363490178,1.00000000000009,0.421236951263402
898,0.0946889682612053,0.999999999999967,0.420600939687159
3102,0.0933555699652135,0.999999999999951,0.419747564777719
2900,0.092943643138993,0.999999999999907,0.419483931608922
1898,0.0896348353613801,0.999999999999951,0.417366294631266
1104,0.0862281945486595,0.999999999999923,0.415186044511114
2898,0.0840834086761107,1.00000000000009,0.413813381552742
896,0.0839412656116493,0.999999999999979,0.413722409991448
2104,0.0834745741386504,0.999999999999919,0.413423727448707
3104,0.0825828358326077,0.999999999999953,0.412853014932852
1896,0.0791067127881675,0.999999999999952,0.41062829618441
1106,0.0752390009974847,0.999999999999954,0.408152960638374
2896,0.0736560825212504,0.999999999999919,0.407139892813571
894,0.0730673211803497,1.00000000000006,0.406763085555444
2106,0.0725597714400447,0.99999999999992,0.4064382537216
3106,0.0720943381632838,1.00000000000003,0.406140376424511
1894,0.068474073012333,1.00000000000003,0.403823406727903
1108,0.0662808507234264,1.00000000000009,0.402419744463024
3108,0.0642953880883119,1.00000000000008,0.40114904837655
2108,0.0642478580699018,0.999999999999961,0.401118629164723
2894,0.0639062660689043,0.99999999999992,0.40090001028407
892,0.063431528762068,0.999999999999956,0.400596178407708
1892,0.0581441784286493,1.00000000000008,0.397212274194366
1110,0.0574077445819256,0.999999999999988,0.396740956532428
2110,0.0544008542357805,1.00000000000003,0.394816546710911
3110,0.0536407257395098,1.0000000000001,0.394330064473321
890,0.0533719352905702,0.999999999999952,0.394158038585948
2892,0.0527321631975879,0.999999999999961,0.393748584446442
1112,0.0486662937770342,0.999999999999952,0.391146428017285
1890,0.0484183628973028,1.0000000000001,0.390987752254308
2112,0.0480949733537214,0.999999999999991,0.390780782946378
3112,0.0463302620763165,0.999999999999905,0.389651367728808
888,0.0441710276410483,1.00000000000002,0.388269457690279
2890,0.0428684592916898,1.00000000000003,0.387435813946693
1114,0.0410398283343541,0.999999999999999,0.386265490133986
2114,0.0407638487838838,1.00000000000007,0.386088863221712
3114,0.0402952617389212,1.00000000000007,0.385788967512935
1888,0.0393949685262211,0.999999999999905,0.385212779856747
886,0.0357342258778783,1.00000000000004,0.382869904561856
2888,0.0343637501114994,0.999999999999991,0.381992800071356
1116,0.0341109106109185,0.999999999999976,0.381830982790979
3116,0.0335750700798749,1,0.381488044851121
2116,0.0334250363867041,0.999999999999943,0.38139202328747
1886,0.032449808068786,1.00000000000007,0.380767877164048
884,0.0288220868634843,0.999999999999961,0.378446135592616
3216,0.0282574630240958,1.00000000000007,0.378084776335447
2218,0.0279720821816699,1,0.377902132596269
2216,0.0275121307500313,1.00000000000003,0.377607763680031
2780,0.0274361216253273,0.999999999999914,0.377559117840179
2886,0.0271894365254235,1.00000000000007,0.377401239376297
3218,0.0270327952326017,1.00000000000007,0.377300988948891
3214,0.0269679546689113,0.999999999999919,0.377259490988074
2220,0.0268296441364115,0.999999999999915,0.377170972247273
3118,0.026745483638383,1.00000000000003,0.377117109528576
3220,0.0266277988326985,1.00000000000003,0.377041791252936
1782,0.0266218989684314,1.00000000000007,0.377038015339822
2118,0.0265902619551323,1.00000000000009,0.377017767651317
2782,0.0264869077562699,1,0.376951620964013
2214,0.0263503624234263,1.00000000000007,0.376864231951018
1118,0.0260650995368977,0.999999999999948,0.376681663703596
1784,0.0259665339335856,1.00000000000007,0.376618581717521
1786,0.0259389777804531,0.999999999999919,0.376600945779461
2784,0.0258591713036165,1.00000000000003,0.376549869634326
1884,0.0256932342583261,1,0.37644366992533
1780,0.0256085874508964,1.00000000000003,0.376389495968583
3212,0.0250652846572968,1.00000000000009,0.376041782180701
2212,0.0249213743237775,0.999999999999885,0.375949679567176
3210,0.0240203857921037,1.00000000000005,0.375373046906963
2778,0.0238617909840704,1.00000000000003,0.375271546229814
2786,0.0238028916726812,1.00000000000007,0.375233850670541
882,0.0237240867862708,1.00000000000004,0.375183415543229
1778,0.0234796718200398,0.999999999999995,0.375026989964824
1120,0.0230412587213693,1.00000000000007,0.3747464055817
3120,0.0228767061058211,0.999999999999874,0.37464109190768
3222,0.022710017867711,0.999999999999995,0.374534411435333
2222,0.0223694129713278,1.00000000000003,0.374316424301659
2120,0.0222185887667048,0.999999999999978,0.374219896810683
2210,0.0219598680264722,1.00000000000002,0.374054315536951
1788,0.0218660848105054,1.00000000000009,0.373994294278754
2788,0.0216323934839209,0.999999999999885,0.373844731829668
1882,0.0210545896250595,1.00000000000003,0.373474937360049
2884,0.0205299321408414,0.999999999999943,0.373139156570118
2776,0.0200533323724687,0.999999999999914,0.372834132718349
2122,0.0199866127920282,1.00000000000002,0.372791432186904
3122,0.0198360948588579,1.00000000000002,0.372695100709677
3208,0.0197949054872785,1.00000000000009,0.372668739511889
1790,0.0195412961692626,1.00000000000005,0.372506429548345
1776,0.0185553028236639,0.999999999999987,0.37187539380714
3124,0.0182422251087893,1.00000000000003,0.371675024069635
2208,0.0181420805519747,0.999999999999999,0.371610931553263
2124,0.0180057959637462,0.999999999999903,0.371523709416763
3224,0.017824826784455,0.999999999999987,0.371407889142047
880,0.0177263501654164,1,0.371344864105867
2790,0.0177003088143335,1.00000000000002,0.371328197641182
2224,0.0174261275739467,0.999999999999914,0.371152721647295
3206,0.0170268437574561,0.999999999999953,0.370897180004755
2882,0.0165182034424514,1.00000000000009,0.370571650203201
3126,0.01632525760078,0.999999999999924,0.370448164864472
2126,0.0160751745432731,1.00000000000003,0.370288111707704
2774,0.0159048783032866,0.999999999999991,0.3701791221141
1880,0.0158049944910871,0.999999999999874,0.37011519647425
2128,0.0155746887056955,0.999999999999982,0.369967800771639
3128,0.0148768254026907,1.00000000000005,0.369521168257742
1774,0.0148751729854275,0.999999999999931,0.369520110710649
2792,0.0145127855666747,0.999999999999999,0.369288182762671
1792,0.0142894702202499,1.00000000000009,0.369145260940991
2226,0.0137262494352189,0.999999999999991,0.368784799638537
2206,0.0136368243792474,1.00000000000006,0.368727567602741
3204,0.0134133817646176,1.00000000000006,0.368584564329378
1878,0.0132341798543843,1.00000000000002,0.368469875106814
3130,0.0128366622722508,0.999999999999997,0.368215463854239
2880,0.0128264321849114,0.999999999999978,0.368208916598335
3226,0.0124845804739996,0.999999999999931,0.367990131503335
2130,0.0123845869835096,0.999999999999965,0.367926135669434
2204,0.0122873219991705,1,0.367863886079469
3202,0.0116697556212069,0.999999999999936,0.36746864359755
1876,0.0109396137903738,1.00000000000003,0.367001352825849
3132,0.0105664861767608,1.00000000000008,0.366762551153157
2772,0.0104236840078556,1.00000000000006,0.366671157765051
2794,0.0103817610333711,1.00000000000006,0.366644327061381
1794,0.0103158361031861,0.999999999999953,0.366602135106022
2202,0.0102764791868185,1.00000000000006,0.366576946679587
1772,0.0100776045092561,1.00000000000007,0.36644966688595
2878,0.00984500996557641,1.00000000000002,0.366300806377975
2132,0.00907995525854178,0.999999999999934,0.365811171365443
3200,0.00892870165306457,1.00000000000002,0.365714369057967
1874,0.00851443692026539,0.999999999999924,0.365449239628943
2134,0.00845382310956181,0.999999999999984,0.365410446790114
3134,0.00840207358107085,1.00000000000002,0.365377327091892
1872,0.00806426910254783,1.00000000000005,0.36516113222565
2144,0.00803959976479677,1.00000000000009,0.365145343849501
2146,0.00803690695582533,1.00000000000001,0.365143620451732
2228,0.00794057320225445,1.00000000000006,0.365081966849466
3144,0.00784183739065199,1.00000000000002,0.365018775930024
3136,0.00768073808920254,1.00000000000005,0.364915672377109
2142,0.00743085783306292,1.00000000000004,0.364755749013176
3228,0.00739747579677429,1.00000000000007,0.364734384509962
3142,0.00738918732558669,1.00000000000008,0.364729079888403
2876,0.00727721975946864,0.999999999999904,0.364657420646025
3140,0.00703176026272594,0.999999999999983,0.364500326568139
1870,0.00702280803094077,0.999999999999997,0.364494597139801
2136,0.00701205076351652,0.999999999999908,0.364487712488617
3146,0.00645387155839458,0.99999999999995,0.364130477797355
2200,0.00636155865234071,1.00000000000002,0.364071397537506
3148,0.00625913413219524,0.999999999999962,0.364005845844591
2148,0.00618383791637935,0.999999999999975,0.363957656266474
2140,0.0060799772314491,0.999999999999967,0.363891185428115
3198,0.00606730473274488,0.999999999999934,0.363883075028933
3188,0.00605361615780244,1.00000000000006,0.363874314341014
2138,0.00585674103963961,1.00000000000005,0.363748314265386
3138,0.00580320147867195,1.00000000000006,0.363714048946372
2874,0.00566646162206791,1.00000000000003,0.363626535438133
3196,0.00546941008740954,0.999999999999922,0.363500422455914
1868,0.00544800057469769,1.00000000000008,0.363486720367837
3190,0.00515101194074584,1.00000000000006,0.363296647642098
3192,0.00513168476350182,1.00000000000007,0.363284278248666
1856,0.00504778914889183,1.00000000000002,0.363230585055297
2190,0.00485658056995363,1,0.363108211564772
1854,0.00479632010959154,0.99999999999995,0.363069644870121
3194,0.0046767961231398,1.00000000000004,0.362993149518824
2150,0.00458251935486584,1.00000000000007,0.362932812387138
1796,0.00439778076036507,1.00000000000006,0.362814579686656
2872,0.00436358700125681,0.999999999999982,0.362792695680798
2192,0.00433909097589872,0.999999999999955,0.362777018224559
2770,0.00432183992591741,1.00000000000005,0.362765977552605
1770,0.0040561362482992,0.999999999999959,0.362595927198897
1858,0.00396019387032619,1.00000000000008,0.362534524077036
2188,0.00392893762694124,0.999999999999932,0.362514520081218
3186,0.00357172422980676,0.999999999999948,0.362285903507058
1852,0.00349393179818162,0.999999999999962,0.362236116350823
2796,0.00345848734441659,1,0.362213431900427
3150,0.00323631430773414,1.00000000000005,0.36207124115697
2198,0.00309635161664641,0.999999999999983,0.361981665034648
3184,0.00258328122993715,1.00000000000003,0.36165329998717
2194,0.00219101863476371,0.999999999999921,0.36140225192622
2152,0.00216443380705746,1.00000000000003,0.361385237636529
2186,0.00209494252170537,1.00000000000002,0.3613407632139
3230,0.00189245984226656,0.999999999999959,0.361211174299036
2870,0.00187594239519043,0.999999999999965,0.361200603132909
2230,0.00163444632006738,1.00000000000005,0.361046045644861
